fid,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,pop_density,fires_per_capita,la_bg_final_NAME,la_bg_final_pop,la_bg_final_bg_fire_counts
"1043","06","037","267100","2","060372671002",Block Group 2,G5030,S,"287148","0","+34.0549415","-118.4200727",,,,,
"1044","06","037","212306","1","060372123061",Block Group 1,G5030,S,"82891","0","+34.0561345","-118.2928764",,,,,
"1045","06","037","407101","3","060374071013",Block Group 3,G5030,S,"184287","0","+34.0473163","-117.9713806",,,,,
"1046","06","037","482202","3","060374822023",Block Group 3,G5030,S,"201406","0","+34.0575970","-118.1102397",,,,,
"1047","06","037","406602","3","060374066023",Block Group 3,G5030,S,"301563","0","+34.0536382","-117.9289225",,,,,
"1048","06","037","482202","1","060374822021",Block Group 1,G5030,S,"244134","0","+34.0612181","-118.1124514",,,,,
"1049","06","037","211910","1","060372119101",Block Group 1,G5030,S,"47601","0","+34.0681190","-118.2979314",,,,,
"1050","06","037","211320","2","060372113202",Block Group 2,G5030,S,"92309","0","+34.0708552","-118.2953864",,,,,
"1051","06","037","402502","1","060374025021",Block Group 1,G5030,S,"274867","0","+34.0492922","-117.7545003",,,,,
"1052","06","037","217200","4","060372172004",Block Group 4,G5030,S,"172716","0","+34.0514303","-118.3418283",,,,,
"1053","06","037","214000","1","060372140001",Block Group 1,G5030,S,"191631","0","+34.0781913","-118.3509275",,,,,
"1054","06","037","192410","4","060371924104",Block Group 4,G5030,S,"229620","0","+34.0798585","-118.3211441",,,,,
"1055","06","037","405500","1","060374055001",Block Group 1,G5030,S,"188813","0","+34.0815080","-117.9235714",,,,,
"1056","06","037","481103","2","060374811032",Block Group 2,G5030,S,"221104","0","+34.0929238","-118.0952141",,,,,
"1057","06","037","403802","2","060374038022",Block Group 2,G5030,S,"329411","0","+34.1048889","-117.8507255",,,,,
"1058","06","037","401902","3","060374019023",Block Group 3,G5030,S,"497411","0","+34.1016128","-117.7247926",,,,,
"1059","06","037","195300","3","060371953003",Block Group 3,G5030,S,"250870","0","+34.1002104","-118.2865782",,,,,
"1060","06","037","190700","2","060371907002",Block Group 2,G5030,S,"152743","0","+34.0986808","-118.3372451",,,,,
"1061","06","037","400404","2","060374004042",Block Group 2,G5030,S,"13216909","330968","+34.1633687","-117.8255175",8.32267211645325e-05,0.000909090909090909,"Block Group 2, Census Tract 4004.04, Los Angeles County, California","1100","1"
"1062","06","037","400404","3","060374004043",Block Group 3,G5030,S,"1700124","0","+34.1414302","-117.8294939",,,,,
"1063","06","037","480902","2","060374809022",Block Group 2,G5030,S,"178429","0","+34.0784991","-118.1396796",,,,,
"1064","06","037","400501","1","060374005011",Block Group 1,G5030,S,"10871405","10499","+34.1611292","-117.8641751",0.000192891351209894,0.00953743443013829,"Block Group 1, Census Tract 4005.01, Los Angeles County, California","2097","20"
"1065","06","037","189701","1","060371897011",Block Group 1,G5030,S,"381795","0","+34.1292728","-118.3427696",,,,,
"1066","06","037","183610","2","060371836102",Block Group 2,G5030,S,"236294","0","+34.1122717","-118.1942872",,,,,
"1067","06","037","430803","2","060374308032",Block Group 2,G5030,S,"727087","0","+34.1134796","-118.0277915",,,,,
"1068","06","037","401303","1","060374013031",Block Group 1,G5030,S,"5910048","3931","+34.0673148","-117.8138235",0.000369370942503343,0.000458085203847916,"Block Group 1, Census Tract 4013.03, Los Angeles County, California","2183","1"
"1069","06","037","401304","1","060374013041",Block Group 1,G5030,S,"2572271","2236","+34.0852141","-117.8343829",,,,,
"1070","06","037","401304","2","060374013042",Block Group 2,G5030,S,"5685116","991990","+34.0841586","-117.7951425",3.81698456108899e-05,0.00460829493087558,"Block Group 2, Census Tract 4013.04, Los Angeles County, California","217","1"
"1071","06","037","463800","4","060374638004",Block Group 4,G5030,S,"497861","0","+34.1358539","-118.1821645",,,,,
"1072","06","037","143300","3","060371433003",Block Group 3,G5030,S,"285155","0","+34.1506415","-118.3864180",,,,,
"1073","06","037","138000","3","060371380003",Block Group 3,G5030,S,"750644","0","+34.1518384","-118.6003921",,,,,
"1074","06","037","461400","2","060374614002",Block Group 2,G5030,S,"272398","0","+34.1722039","-118.1248770",,,,,
"1075","06","037","301501","1","060373015011",Block Group 1,G5030,S,"342846","0","+34.1730039","-118.2838692",,,,,
"1076","06","037","134304","1","060371343041",Block Group 1,G5030,S,"286140","0","+34.2143531","-118.6071877",,,,,
"1077","06","037","139303","1","060371393031",Block Group 1,G5030,S,"282177","0","+34.1775610","-118.5334123",,,,,
"1078","06","037","461300","2","060374613002",Block Group 2,G5030,S,"456728","0","+34.1718834","-118.0999549",,,,,
"1079","06","037","404504","2","060374045042",Block Group 2,G5030,S,"367094","0","+34.1121884","-117.9033083",,,,,
"1080","06","037","405600","4","060374056004",Block Group 4,G5030,S,"394695","0","+34.0750533","-117.9107518",,,,,
"1081","06","037","128302","1","060371283021",Block Group 1,G5030,S,"553884","0","+34.1835514","-118.4618218",,,,,
"1082","06","037","406901","1","060374069011",Block Group 1,G5030,S,"207286","3489","+34.0632698","-117.9631321",,,,,
"1083","06","037","123020","2","060371230202",Block Group 2,G5030,S,"292760","0","+34.2029889","-118.3663622",,,,,
"1084","06","037","131600","2","060371316002",Block Group 2,G5030,S,"375439","0","+34.2162269","-118.5557262",,,,,
"1085","06","037","104810","2","060371048102",Block Group 2,G5030,S,"395045","0","+34.2500120","-118.4079632",,,,,
"1086","06","037","217002","2","060372170022",Block Group 2,G5030,S,"160408","0","+34.0514723","-118.3779667",,,,,
"1087","06","037","555002","1","060375550021",Block Group 1,G5030,S,"333062","0","+33.8355753","-118.0842198",,,,,
"1088","06","037","543801","3","060375438013",Block Group 3,G5030,S,"237024","0","+33.8335005","-118.2754159",,,,,
"1089","06","037","217002","1","060372170021",Block Group 1,G5030,S,"184952","0","+34.0522815","-118.3819018",,,,,
"1090","06","037","543202","3","060375432023",Block Group 3,G5030,S,"186876","5006","+33.8857849","-118.2265766",,,,,
"1091","06","037","554801","2","060375548012",Block Group 2,G5030,S,"619436","0","+33.8760597","-118.0853789",,,,,
"1092","06","037","604100","2","060376041002",Block Group 2,G5030,S,"137301","0","+33.8831949","-118.3463127",,,,,
"1093","06","037","620601","4","060376206014",Block Group 4,G5030,S,"247801","0","+33.8709328","-118.3695561",,,,,
"1094","06","037","500100","2","060375001002",Block Group 2,G5030,S,"2162281","1448","+33.9510186","-117.9520163",,,,,
"1095","06","037","216401","1","060372164011",Block Group 1,G5030,S,"192013","0","+34.0564990","-118.3777428",,,,,
"1096","06","037","216401","2","060372164012",Block Group 2,G5030,S,"219502","0","+34.0568762","-118.3814723",,,,,
"1097","06","037","216402","1","060372164021",Block Group 1,G5030,S,"109478","0","+34.0611548","-118.3787955",,,,,
"1098","06","037","577300","4","060375773004",Block Group 4,G5030,S,"172359","0","+33.7596065","-118.1371204",,,,,
"1099","06","037","576802","1","060375768021",Block Group 1,G5030,S,"244133","0","+33.7735209","-118.1578586",,,,,
"1100","06","037","574400","6","060375744006",Block Group 6,G5030,S,"265075","0","+33.8082434","-118.1051676",,,,,
"1101","06","037","575300","3","060375753003",Block Group 3,G5030,S,"197606","0","+33.7876210","-118.1870916",,,,,
"1102","06","037","572302","3","060375723023",Block Group 3,G5030,S,"283909","0","+33.8148878","-118.2134283",,,,,
"1103","06","037","502401","1","060375024011",Block Group 1,G5030,S,"292097","0","+33.9797741","-118.0947208",,,,,
"1104","06","037","571800","3","060375718003",Block Group 3,G5030,S,"321768","0","+33.8301199","-118.1879377",,,,,
"1105","06","037","602600","5","060376026005",Block Group 5,G5030,S,"169786","0","+33.9112730","-118.3207813",,,,,
"1106","06","037","620702","1","060376207021",Block Group 1,G5030,S,"129804","0","+33.8598656","-118.3842714",,,,,
"1107","06","037","570502","1","060375705021",Block Group 1,G5030,S,"242826","0","+33.8719176","-118.1708344",,,,,
"1108","06","037","542200","2","060375422002",Block Group 2,G5030,S,"468348","0","+33.8852032","-118.2028700",,,,,
"1109","06","037","554201","2","060375542012",Block Group 2,G5030,S,"298666","0","+33.8846127","-118.1382730",,,,,
"1110","06","037","571101","1","060375711011",Block Group 1,G5030,S,"176991","0","+33.8450978","-118.1099493",,,,,
"1111","06","037","504001","1","060375040011",Block Group 1,G5030,S,"341114","0","+33.9147380","-118.0162140",,,,,
"1112","06","037","602200","1","060376022001",Block Group 1,G5030,S,"605928","0","+33.9271828","-118.3688850",0.00321985450416551,0.000512557662737058,"Block Group 1, Census Tract 6022, Los Angeles County, California","1951","1"
"1113","06","037","553300","2","060375533002",Block Group 2,G5030,S,"341132","0","+33.9009119","-118.1403262",,,,,
"1114","06","037","482002","2","060374820022",Block Group 2,G5030,S,"521175","0","+34.0454075","-118.1457055",,,,,
"1115","06","037","482101","1","060374821011",Block Group 1,G5030,S,"226213","0","+34.0589216","-118.1291658",,,,,
"1116","06","037","482101","2","060374821012",Block Group 2,G5030,S,"319795","0","+34.0599629","-118.1403739",,,,,
"1117","06","037","482101","3","060374821013",Block Group 3,G5030,S,"606241","0","+34.0580438","-118.1350755",,,,,
"1118","06","037","482102","1","060374821021",Block Group 1,G5030,S,"716369","0","+34.0504032","-118.1312373",,,,,
"1119","06","037","482102","2","060374821022",Block Group 2,G5030,S,"381649","0","+34.0511392","-118.1359357",,,,,
"1120","06","037","482202","2","060374822022",Block Group 2,G5030,S,"201328","0","+34.0575765","-118.1145866",,,,,
"1121","06","037","464000","2","060374640002",Block Group 2,G5030,S,"619233","0","+34.1297569","-118.1342473",,,,,
"1122","06","037","482301","2","060374823012",Block Group 2,G5030,S,"137038","0","+34.0743493","-118.0946946",,,,,
"1123","06","037","482522","1","060374825221",Block Group 1,G5030,S,"692128","0","+34.0424322","-118.0906305",,,,,
"1124","06","037","482522","2","060374825222",Block Group 2,G5030,S,"247237","0","+34.0383293","-118.0900379",,,,,
"1125","06","037","482600","1","060374826001",Block Group 1,G5030,S,"565941","0","+34.0494489","-118.1093527",,,,,
"1126","06","037","482600","2","060374826002",Block Group 2,G5030,S,"1361075","130227","+34.0472694","-118.1133924",,,,,
"1127","06","037","482600","3","060374826003",Block Group 3,G5030,S,"294944","0","+34.0525253","-118.1237382",,,,,
"1128","06","037","482600","4","060374826004",Block Group 4,G5030,S,"492276","0","+34.0479657","-118.1235523",,,,,
"1129","06","037","482701","2","060374827012",Block Group 2,G5030,S,"216126","0","+34.0350774","-118.1375338",,,,,
"1130","06","037","480804","2","060374808042",Block Group 2,G5030,S,"356324","0","+34.0958657","-118.1511844",,,,,
"1131","06","037","480901","1","060374809011",Block Group 1,G5030,S,"429507","0","+34.0895128","-118.1397394",,,,,
"1132","06","037","480902","1","060374809021",Block Group 1,G5030,S,"342603","0","+34.0812064","-118.1386776",,,,,
"1133","06","037","480903","1","060374809031",Block Group 1,G5030,S,"803827","0","+34.0736606","-118.1393490",,,,,
"1134","06","037","481001","1","060374810011",Block Group 1,G5030,S,"334927","0","+34.0912695","-118.1270533",,,,,
"1135","06","037","481001","2","060374810012",Block Group 2,G5030,S,"376196","0","+34.0889514","-118.1318128",,,,,
"1136","06","037","481002","1","060374810021",Block Group 1,G5030,S,"460410","0","+34.0967919","-118.1161576",,,,,
"1137","06","037","482701","3","060374827013",Block Group 3,G5030,S,"218081","0","+34.0352275","-118.1462806",,,,,
"1138","06","037","482701","4","060374827014",Block Group 4,G5030,S,"612425","0","+34.0378465","-118.1436388",,,,,
"1139","06","037","482702","1","060374827021",Block Group 1,G5030,S,"434223","0","+34.0424741","-118.1314547",,,,,
"1140","06","037","482702","2","060374827022",Block Group 2,G5030,S,"284027","0","+34.0399734","-118.1374633",,,,,
"1141","06","037","482800","1","060374828001",Block Group 1,G5030,S,"2248509","0","+34.0365304","-118.1107224",0.000398041546642686,0.90391061452514,"Block Group 1, Census Tract 4828, Los Angeles County, California","895","809"
"1142","06","037","482800","3","060374828003",Block Group 3,G5030,S,"577510","0","+34.0396909","-118.1256436",,,,,
"1143","06","037","481103","4","060374811034",Block Group 4,G5030,S,"162080","0","+34.0907736","-118.0952060",,,,,
"1144","06","037","481002","2","060374810022",Block Group 2,G5030,S,"307454","0","+34.0926031","-118.1209452",,,,,
"1145","06","037","481101","1","060374811011",Block Group 1,G5030,S,"498002","0","+34.0979051","-118.1085935",,,,,
"1146","06","037","481102","1","060374811021",Block Group 1,G5030,S,"207667","0","+34.0995666","-118.0974242",,,,,
"1147","06","037","481102","2","060374811022",Block Group 2,G5030,S,"248571","0","+34.0992373","-118.0915107",,,,,
"1148","06","037","481103","3","060374811033",Block Group 3,G5030,S,"360597","0","+34.0946515","-118.1043196",,,,,
"1149","06","037","481103","5","060374811035",Block Group 5,G5030,S,"263813","0","+34.0915880","-118.1030421",,,,,
"1150","06","037","481201","1","060374812011",Block Group 1,G5030,S,"247334","0","+34.1007670","-118.0693882",,,,,
"1151","06","037","481201","2","060374812012",Block Group 2,G5030,S,"439352","0","+34.0932897","-118.0706594",,,,,
"1152","06","037","481202","1","060374812021",Block Group 1,G5030,S,"633897","0","+34.0970052","-118.0771525",,,,,
"1153","06","037","481202","2","060374812022",Block Group 2,G5030,S,"549725","0","+34.0988503","-118.0828686",,,,,
"1154","06","037","481402","1","060374814021",Block Group 1,G5030,S,"311445","0","+34.0839838","-118.0926832",,,,,
"1155","06","037","481202","3","060374812023",Block Group 3,G5030,S,"379983","0","+34.0987295","-118.0873153",,,,,
"1156","06","037","481300","1","060374813001",Block Group 1,G5030,S,"462670","0","+34.0757960","-118.0801321",,,,,
"1157","06","037","481300","2","060374813002",Block Group 2,G5030,S,"434090","0","+34.0767901","-118.0850912",,,,,
"1158","06","037","481401","1","060374814011",Block Group 1,G5030,S,"467531","0","+34.0821405","-118.1039594",,,,,
"1159","06","037","481401","2","060374814012",Block Group 2,G5030,S,"463548","0","+34.0873483","-118.1040706",,,,,
"1160","06","037","481402","2","060374814022",Block Group 2,G5030,S,"452667","0","+34.0817153","-118.0970974",,,,,
"1161","06","037","481402","3","060374814023",Block Group 3,G5030,S,"350778","0","+34.0776312","-118.0914296",,,,,
"1162","06","037","482401","1","060374824011",Block Group 1,G5030,S,"205149","0","+34.0710987","-118.0864165",,,,,
"1163","06","037","481500","1","060374815001",Block Group 1,G5030,S,"420808","0","+34.0785834","-118.1125680",,,,,
"1164","06","037","481500","4","060374815004",Block Group 4,G5030,S,"371694","0","+34.0720825","-118.1127444",,,,,
"1165","06","037","482301","3","060374823013",Block Group 3,G5030,S,"159940","0","+34.0745148","-118.0978744",,,,,
"1166","06","037","482303","1","060374823031",Block Group 1,G5030,S,"160427","0","+34.0706897","-118.1029741",,,,,
"1167","06","037","482303","3","060374823033",Block Group 3,G5030,S,"479321","0","+34.0693327","-118.0944720",,,,,
"1168","06","037","482304","1","060374823041",Block Group 1,G5030,S,"287808","0","+34.0644158","-118.1033718",0.00517358794752057,0.000671591672263264,"Block Group 1, Census Tract 4823.04, Los Angeles County, California","1489","1"
"1169","06","037","482304","2","060374823042",Block Group 2,G5030,S,"331637","0","+34.0644419","-118.0950019",,,,,
"1170","06","037","482401","2","060374824012",Block Group 2,G5030,S,"189164","0","+34.0688475","-118.0863139",,,,,
"1171","06","037","482401","3","060374824013",Block Group 3,G5030,S,"444753","0","+34.0652043","-118.0862779",,,,,
"1172","06","037","482502","2","060374825022",Block Group 2,G5030,S,"323653","0","+34.0589682","-118.1058962",,,,,
"1173","06","037","482402","1","060374824021",Block Group 1,G5030,S,"961740","0","+34.0571971","-118.0862346",,,,,
"1174","06","037","482402","2","060374824022",Block Group 2,G5030,S,"2377985","137469","+34.0452202","-118.0782990",0.00158075008883572,0.000266028198989093,"Block Group 2, Census Tract 4824.02, Los Angeles County, California","3759","1"
"1175","06","037","482502","1","060374825021",Block Group 1,G5030,S,"317011","0","+34.0589958","-118.1015874",,,,,
"1176","06","037","482503","2","060374825032",Block Group 2,G5030,S,"376620","0","+34.0587965","-118.0970079",,,,,
"1177","06","037","482521","2","060374825212",Block Group 2,G5030,S,"311376","0","+34.0492876","-118.0925442",,,,,
"1178","06","037","481604","1","060374816041",Block Group 1,G5030,S,"228609","0","+34.0803062","-118.1266621",,,,,
"1179","06","037","481604","2","060374816042",Block Group 2,G5030,S,"394401","0","+34.0849487","-118.1257149",,,,,
"1180","06","037","481713","1","060374817131",Block Group 1,G5030,S,"290764","0","+34.0679689","-118.1315155",,,,,
"1181","06","037","481714","1","060374817141",Block Group 1,G5030,S,"280585","0","+34.0642858","-118.1313622",,,,,
"1182","06","037","481800","1","060374818001",Block Group 1,G5030,S,"192320","0","+34.0683628","-118.1392985",,,,,
"1183","06","037","481800","2","060374818002",Block Group 2,G5030,S,"424416","0","+34.0645070","-118.1395357",,,,,
"1184","06","037","481800","3","060374818003",Block Group 3,G5030,S,"205309","0","+34.0641370","-118.1446355",,,,,
"1185","06","037","481901","2","060374819012",Block Group 2,G5030,S,"259235","0","+34.0723217","-118.1497868",,,,,
"1186","06","037","481901","3","060374819013",Block Group 3,G5030,S,"586574","0","+34.0733475","-118.1568216",,,,,
"1187","06","037","481901","4","060374819014",Block Group 4,G5030,S,"704276","0","+34.0671571","-118.1587434",,,,,
"1188","06","037","482521","1","060374825211",Block Group 1,G5030,S,"410881","685","+34.0490599","-118.1063146",,,,,
"1189","06","037","482521","3","060374825213",Block Group 3,G5030,S,"823362","0","+34.0520687","-118.0994250",,,,,
"1190","06","037","481902","1","060374819021",Block Group 1,G5030,S,"886365","1730","+34.0661164","-118.1501366",,,,,
"1191","06","037","482001","1","060374820011",Block Group 1,G5030,S,"2289361","24958","+34.0529634","-118.1585861",,,,,
"1192","06","037","482001","2","060374820012",Block Group 2,G5030,S,"634389","0","+34.0594263","-118.1612913",,,,,
"1193","06","037","482002","1","060374820021",Block Group 1,G5030,S,"591394","0","+34.0488582","-118.1558981",,,,,
"1194","06","037","502901","2","060375029012",Block Group 2,G5030,S,"638072","0","+33.9439971","-118.0427937",,,,,
"1195","06","037","502901","3","060375029013",Block Group 3,G5030,S,"309117","0","+33.9494977","-118.0415838",,,,,
"1196","06","037","504101","1","060375041011",Block Group 1,G5030,S,"522134","0","+33.9136344","-118.0328199",,,,,
"1197","06","037","504101","2","060375041012",Block Group 2,G5030,S,"422757","0","+33.9087322","-118.0345159",,,,,
"1198","06","037","504101","3","060375041013",Block Group 3,G5030,S,"273692","0","+33.9046219","-118.0324091",,,,,
"1199","06","037","532302","3","060375323023",Block Group 3,G5030,S,"336842","441","+34.0039116","-118.1697667",,,,,
"1200","06","037","532302","4","060375323024",Block Group 4,G5030,S,"160839","0","+34.0072976","-118.1638667",,,,,
"1201","06","037","532303","1","060375323031",Block Group 1,G5030,S,"801015","758","+34.0019743","-118.1639904",,,,,
"1202","06","037","532303","2","060375323032",Block Group 2,G5030,S,"1529359","0","+33.9984465","-118.1523823",,,,,
"1203","06","037","532303","3","060375323033",Block Group 3,G5030,S,"5237007","0","+34.0024848","-118.1412157",,,,,
"1204","06","037","532304","1","060375323041",Block Group 1,G5030,S,"710545","0","+33.9739413","-118.1318312",,,,,
"1205","06","037","117102","2","060371171022",Block Group 2,G5030,S,"640280","0","+34.2463808","-118.4630682",,,,,
"1206","06","037","132501","2","060371325012",Block Group 2,G5030,S,"320088","0","+34.1974147","-118.5513213",,,,,
"1207","06","037","500402","1","060375004021",Block Group 1,G5030,S,"708614","0","+34.0032435","-118.0736458",,,,,
"1208","06","037","500402","2","060375004022",Block Group 2,G5030,S,"240405","0","+34.0008642","-118.0789453",,,,,
"1209","06","037","500402","3","060375004023",Block Group 3,G5030,S,"386834","0","+34.0059585","-118.0798006",,,,,
"1210","06","037","500500","1","060375005001",Block Group 1,G5030,S,"724772","30374","+34.0150450","-118.0838653",,,,,
"1211","06","037","464000","5","060374640005",Block Group 5,G5030,S,"624757","0","+34.1311575","-118.1473018",,,,,
"1212","06","037","502700","5","060375027005",Block Group 5,G5030,S,"369348","0","+33.9565741","-118.0810738",0.00251253560327929,0.00107758620689655,"Block Group 5, Census Tract 5027, Los Angeles County, California","928","1"
"1213","06","037","500600","2","060375006002",Block Group 2,G5030,S,"121690","0","+34.0073359","-118.0935512",,,,,
"1214","06","037","500600","3","060375006003",Block Group 3,G5030,S,"247817","0","+34.0103004","-118.0852631",,,,,
"1215","06","037","195803","2","060371958032",Block Group 2,G5030,S,"158925","0","+34.0805179","-118.2762329",,,,,
"1216","06","037","195902","2","060371959022",Block Group 2,G5030,S,"171884","16124","+34.0846816","-118.2799126",,,,,
"1217","06","037","195903","2","060371959032",Block Group 2,G5030,S,"86115","0","+34.0812156","-118.2811761",,,,,
"1218","06","037","197410","3","060371974103",Block Group 3,G5030,S,"229340","0","+34.0899310","-118.2511670",,,,,
"1219","06","037","201110","3","060372011103",Block Group 3,G5030,S,"137201","0","+34.0947859","-118.1691656",,,,,
"1220","06","037","502700","3","060375027003",Block Group 3,G5030,S,"545169","0","+33.9486569","-118.0831994",,,,,
"1221","06","037","502700","4","060375027004",Block Group 4,G5030,S,"343502","0","+33.9525218","-118.0816916",,,,,
"1222","06","037","208401","2","060372084012",Block Group 2,G5030,S,"121533","0","+34.0642689","-118.2702371",,,,,
"1223","06","037","207103","1","060372071031",Block Group 1,G5030,S,"43546","0","+34.0646919","-118.2434341",,,,,
"1224","06","037","207501","1","060372075011",Block Group 1,G5030,S,"134327","0","+34.0564422","-118.2529675",0.0167650584022572,0.00044404973357016,"Block Group 1, Census Tract 2075.01, Los Angeles County, California","2252","1"
"1225","06","037","208501","2","060372085012",Block Group 2,G5030,S,"129377","0","+34.0700347","-118.2732812",,,,,
"1226","06","037","208502","1","060372085021",Block Group 1,G5030,S,"56728","0","+34.0670720","-118.2763307",,,,,
"1227","06","037","208502","3","060372085023",Block Group 3,G5030,S,"79658","0","+34.0664405","-118.2725420",,,,,
"1228","06","037","208801","2","060372088012",Block Group 2,G5030,S,"28013","0","+34.0617348","-118.2767572",,,,,
"1229","06","037","208802","1","060372088021",Block Group 1,G5030,S,"118444","0","+34.0634798","-118.2774226",,,,,
"1230","06","037","267902","3","060372679023",Block Group 3,G5030,S,"192690","0","+34.0502582","-118.4155316",,,,,
"1231","06","037","405301","1","060374053011",Block Group 1,G5030,S,"509870","0","+34.0894706","-117.9431084",,,,,
"1232","06","037","405302","1","060374053021",Block Group 1,G5030,S,"437382","0","+34.0790402","-117.9428618",,,,,
"1233","06","037","405302","2","060374053022",Block Group 2,G5030,S,"346377","0","+34.0750398","-117.9398587",,,,,
"1234","06","037","269601","3","060372696013",Block Group 3,G5030,S,"174458","0","+34.0431168","-118.3797096",,,,,
"1235","06","037","271600","4","060372716004",Block Group 4,G5030,S,"160143","4012","+34.0226401","-118.4278019",,,,,
"1236","06","037","269904","1","060372699041",Block Group 1,G5030,S,"94182","0","+34.0304632","-118.4137243",,,,,
"1237","06","037","269905","2","060372699052",Block Group 2,G5030,S,"133325","0","+34.0225499","-118.4027790",,,,,
"1238","06","037","269907","1","060372699071",Block Group 1,G5030,S,"276794","0","+34.0280469","-118.4067099",,,,,
"1239","06","037","271702","3","060372717023",Block Group 3,G5030,S,"175640","3319","+34.0239777","-118.4267686",,,,,
"1240","06","037","272302","2","060372723022",Block Group 2,G5030,S,"198192","0","+34.0002068","-118.4249758",,,,,
"1241","06","037","271901","1","060372719011",Block Group 1,G5030,S,"144784","0","+34.0151744","-118.4216597",,,,,
"1242","06","037","272201","2","060372722012",Block Group 2,G5030,S,"73986","0","+33.9995806","-118.4357140",,,,,
"1243","06","037","272202","2","060372722022",Block Group 2,G5030,S,"139376","0","+33.9986851","-118.4375826",,,,,
"1244","06","037","275102","1","060372751021",Block Group 1,G5030,S,"479146","11711","+33.9964459","-118.4081288",,,,,
"1245","06","037","275302","3","060372753023",Block Group 3,G5030,S,"275181","0","+33.9868716","-118.4354418",,,,,
"1246","06","037","276603","2","060372766032",Block Group 2,G5030,S,"216888","0","+33.9551349","-118.4383274",,,,,
"1247","06","037","275311","4","060372753114",Block Group 4,G5030,S,"517708","37063","+33.9865408","-118.4200270",,,,,
"1248","06","037","275500","2","060372755002",Block Group 2,G5030,S,"212988","0","+33.9918438","-118.4175103",,,,,
"1249","06","037","275603","3","060372756033",Block Group 3,G5030,S,"397223","8961","+33.9856431","-118.4094304",,,,,
"1250","06","037","573601","5","060375736015",Block Group 5,G5030,S,"643984","0","+33.8286995","-118.1381825",,,,,
"1251","06","037","573601","7","060375736017",Block Group 7,G5030,S,"232797","0","+33.8263474","-118.1208692",,,,,
"1252","06","037","573601","8","060375736018",Block Group 8,G5030,S,"244327","0","+33.8236559","-118.1209244",,,,,
"1253","06","037","573601","9","060375736019",Block Group 9,G5030,S,"310563","0","+33.8205470","-118.1208173",,,,,
"1254","06","037","576301","1","060375763011",Block Group 1,G5030,S,"140244","0","+33.7803493","-118.1907677",,,,,
"1255","06","037","574000","3","060375740003",Block Group 3,G5030,S,"341343","0","+33.8156456","-118.1091609",,,,,
"1256","06","037","574500","4","060375745004",Block Group 4,G5030,S,"588870","18950","+33.7904288","-118.1030631",,,,,
"1257","06","037","576001","1","060375760011",Block Group 1,G5030,S,"564616","649486","+33.7579678","-118.1846655",,,,,
"1258","06","037","273502","2","060372735022",Block Group 2,G5030,S,"178677","193545","+33.9855066","-118.4738475",,,,,
"1259","06","037","576301","2","060375763012",Block Group 2,G5030,S,"123276","0","+33.7768163","-118.1903415",,,,,
"1260","06","037","576302","1","060375763021",Block Group 1,G5030,S,"87621","0","+33.7771543","-118.1818548",,,,,
"1261","06","037","577300","5","060375773005",Block Group 5,G5030,S,"147262","0","+33.7575599","-118.1329748",,,,,
"1262","06","037","577300","6","060375773006",Block Group 6,G5030,S,"74645","0","+33.7552421","-118.1341227",,,,,
"1263","06","037","577504","2","060375775042",Block Group 2,G5030,S,"112273","0","+33.7491763","-118.1228707",,,,,
"1264","06","037","273502","3","060372735023",Block Group 3,G5030,S,"165269","0","+33.9878600","-118.4678024",,,,,
"1265","06","037","273502","4","060372735024",Block Group 4,G5030,S,"169092","0","+33.9899973","-118.4686974",,,,,
"1266","06","037","273902","1","060372739021",Block Group 1,G5030,S,"246852","0","+33.9868679","-118.4611034",,,,,
"1267","06","037","540000","3","060375400003",Block Group 3,G5030,S,"296659","0","+33.9172437","-118.1833233",,,,,
"1268","06","037","461600","2","060374616002",Block Group 2,G5030,S,"617642","0","+34.1627586","-118.1603088",,,,,
"1269","06","037","540700","3","060375407003",Block Group 3,G5030,S,"152971","0","+33.9268741","-118.2475934",,,,,
"1270","06","037","541200","3","060375412003",Block Group 3,G5030,S,"703214","11593","+33.9109394","-118.2501571",,,,,
"1271","06","037","576001","2","060375760012",Block Group 2,G5030,S,"1125958","675700","+33.7641407","-118.1972252",,,,,
"1272","06","037","461902","2","060374619022",Block Group 2,G5030,S,"548039","0","+34.1486682","-118.1504240",,,,,
"1273","06","037","301801","2","060373018012",Block Group 2,G5030,S,"338873","0","+34.1544913","-118.2598979",,,,,
"1274","06","037","502902","1","060375029021",Block Group 1,G5030,S,"1470321","0","+33.9498690","-118.0508857",,,,,
"1275","06","037","502902","2","060375029022",Block Group 2,G5030,S,"2160102","0","+33.9388686","-118.0542269",,,,,
"1276","06","037","502902","3","060375029023",Block Group 3,G5030,S,"222627","0","+33.9333113","-118.0454079",,,,,
"1277","06","037","464100","1","060374641001",Block Group 1,G5030,S,"529882","0","+34.1136150","-118.1372183",,,,,
"1278","06","037","464100","6","060374641006",Block Group 6,G5030,S,"848964","0","+34.1121946","-118.1234987",,,,,
"1279","06","037","480202","2","060374802022",Block Group 2,G5030,S,"797170","0","+34.1106724","-118.0953045",,,,,
"1280","06","037","480600","3","060374806003",Block Group 3,G5030,S,"660966","22631","+34.1173512","-118.1666948",,,,,
