fid,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,pop_density,fires_per_capita,tract_final_NAME,tract_final_pop,tract_final_tract_fire_counts
"779","06","067","008010","06067008010","80.10",Census Tract 80.10,G5020,S,"5054651","136301","+38.6426638","-121.2796618",0.000990572840736185,0.000399440782903934,"Census Tract 80.10, Sacramento County, California","5007","2"
"780","06","067","008111","06067008111","81.11",Census Tract 81.11,G5020,S,"2826981","0","+38.6991374","-121.3002414",,,,,
"781","06","067","008113","06067008113","81.13",Census Tract 81.13,G5020,S,"1615143","0","+38.7128329","-121.2970390",,,,,
"782","06","067","008117","06067008117","81.17",Census Tract 81.17,G5020,S,"944512","0","+38.6652577","-121.3188938",,,,,
"783","06","067","008119","06067008119","81.19",Census Tract 81.19,G5020,S,"2404491","0","+38.6710386","-121.3008525",,,,,
"784","06","067","008120","06067008120","81.20",Census Tract 81.20,G5020,S,"1972142","0","+38.6894181","-121.2669973",,,,,
"785","06","059","086501","06059086501","865.01",Census Tract 865.01,G5020,S,"1415329","0","+33.8466420","-117.9187355",,,,,
"786","06","059","086502","06059086502","865.02",Census Tract 865.02,G5020,S,"1020723","45417","+33.8503559","-117.9121351",,,,,
"787","06","111","001001","06111001001","10.01",Census Tract 10.01,G5020,S,"44530076","8674821","+34.4088418","-119.3376195",5.75790618457512e-05,0.105304212168487,"Census Tract 10.01, Ventura County, California","2564","270"
"788","06","059","088107","06059088107","881.07",Census Tract 881.07,G5020,S,"1256844","0","+33.7775512","-117.9756059",,,,,
"789","06","059","088201","06059088201","882.01",Census Tract 882.01,G5020,S,"1310205","0","+33.7958279","-117.9631284",,,,,
"790","06","059","088202","06059088202","882.02",Census Tract 882.02,G5020,S,"933472","0","+33.7953740","-117.9555440",,,,,
"791","06","059","088203","06059088203","882.03",Census Tract 882.03,G5020,S,"1305202","0","+33.7849481","-117.9586224",,,,,
"792","06","059","088301","06059088301","883.01",Census Tract 883.01,G5020,S,"1665727","0","+33.7961504","-117.9469297",,,,,
"793","06","067","006900","06067006900","69",Census Tract 69,G5020,S,"5067989","163324","+38.6018703","-121.4578647",0.000912788090108325,0.0237786424556853,"Census Tract 69, Sacramento County, California","4626","110"
"794","06","067","007001","06067007001","70.01",Census Tract 70.01,G5020,S,"3176869","168445","+38.6233797","-121.4729191",0.00139413995352027,0.000451569202980357,"Census Tract 70.01, Sacramento County, California","4429","2"
"795","06","067","007004","06067007004","70.04",Census Tract 70.04,G5020,S,"2876289","0","+38.6327983","-121.4898006",0.00271669501917227,0.00396723829024827,"Census Tract 70.04, Sacramento County, California","7814","31"
"796","06","039","000800","06039000800","8",Census Tract 8,G5020,S,"2816779","0","+36.9597285","-120.0616230",0.00227032365691451,2.37185301016419,"Census Tract 8, Madera County, California","6395","15168"
"797","06","037","402304","06037402304","4023.04",Census Tract 4023.04,G5020,S,"697362","0","+34.0617068","-117.7658059",,,,,
"798","06","037","208301","06037208301","2083.01",Census Tract 2083.01,G5020,S,"92955","0","+34.0619781","-118.2658491",,,,,
"799","06","067","007007","06067007007","70.07",Census Tract 70.07,G5020,S,"3310012","448993","+38.6030000","-121.4817381",0.00172869463917351,0.000174764068507515,"Census Tract 70.07, Sacramento County, California","5722","1"
"800","06","037","219901","06037219901","2199.01",Census Tract 2199.01,G5020,S,"524891","0","+34.0297377","-118.3605226",,,,,
"801","06","059","099226","06059099226","992.26",Census Tract 992.26,G5020,S,"1311144","0","+33.7235997","-117.9329070",,,,,
"802","06","067","007501","06067007501","75.01",Census Tract 75.01,G5020,S,"2630965","0","+38.6686590","-121.3442773",,,,,
"803","06","067","007503","06067007503","75.03",Census Tract 75.03,G5020,S,"1827325","0","+38.6572651","-121.3509893",,,,,
"804","06","067","007504","06067007504","75.04",Census Tract 75.04,G5020,S,"3429192","0","+38.6476236","-121.3613491",,,,,
"805","06","039","000900","06039000900","9",Census Tract 9,G5020,S,"3824594","0","+36.9589685","-120.0448456",0.00283977854904338,0.0500874689255133,"Census Tract 9, Madera County, California","10861","544"
"806","06","037","551401","06037551401","5514.01",Census Tract 5514.01,G5020,S,"731875","0","+33.9440174","-118.1560340",,,,,
"807","06","037","651401","06037651401","6514.01",Census Tract 6514.01,G5020,S,"1005440","0","+33.7865854","-118.3329526",,,,,
"808","06","037","670324","06037670324","6703.24",Census Tract 6703.24,G5020,S,"4737722","592670","+33.8001638","-118.3869835",,,,,
"809","06","037","670602","06037670602","6706.02",Census Tract 6706.02,G5020,S,"14244730","7255809","+33.7435400","-118.3696354",,,,,
"810","06","059","099246","06059099246","992.46",Census Tract 992.46,G5020,S,"1316988","0","+33.6794798","-117.9756487",,,,,
"811","06","059","099701","06059099701","997.01",Census Tract 997.01,G5020,S,"1951165","0","+33.7483622","-117.9852881",,,,,
"812","06","067","007010","06067007010","70.10",Census Tract 70.10,G5020,S,"2413317","226363","+38.6099173","-121.5148924",,,,,
"813","06","067","007011","06067007011","70.11",Census Tract 70.11,G5020,S,"1946690","0","+38.6170872","-121.5081768",,,,,
"814","06","067","007012","06067007012","70.12",Census Tract 70.12,G5020,S,"1060389","0","+38.6203564","-121.5016424",,,,,
"815","06","067","007013","06067007013","70.13",Census Tract 70.13,G5020,S,"672743","0","+38.6248908","-121.4912778",,,,,
"816","06","019","005515","06019005515","55.15",Census Tract 55.15,G5020,S,"64187660","377635","+36.9231560","-119.6923076",2.59084066937477e-05,0.00601322910402886,"Census Tract 55.15, Fresno County, California","1663","10"
"817","06","059","110106","06059110106","1101.06",Census Tract 1101.06,G5020,S,"746774","0","+33.8142936","-118.0572772",,,,,
"818","06","067","007014","06067007014","70.14",Census Tract 70.14,G5020,S,"1962328","0","+38.6150492","-121.4905423",,,,,
"819","06","067","007202","06067007202","72.02",Census Tract 72.02,G5020,S,"10699362","0","+38.6830964","-121.4247435",0.000385069689202029,0.00606796116504854,"Census Tract 72.02, Sacramento County, California","4120","25"
"820","06","077","005123","06077005123","51.23",Census Tract 51.23,G5020,S,"2499772","0","+37.8046752","-121.2438236",,,,,
"821","06","077","005125","06077005125","51.25",Census Tract 51.25,G5020,S,"942653","0","+37.8203252","-121.2302500",,,,,
"822","06","077","005126","06077005126","51.26",Census Tract 51.26,G5020,S,"1356478","0","+37.8194378","-121.2217165",,,,,
"823","06","077","005303","06077005303","53.03",Census Tract 53.03,G5020,S,"1350171","0","+37.7468443","-121.4304794",,,,,
"824","06","077","005305","06077005305","53.05",Census Tract 53.05,G5020,S,"2002827","0","+37.7581140","-121.4382804",0.00362787200292387,0.00536746490503716,"Census Tract 53.05, San Joaquin County, California","7266","39"
"825","06","077","005403","06077005403","54.03",Census Tract 54.03,G5020,S,"2272389","0","+37.7328505","-121.4450292",,,,,
"826","06","111","006100","06111006100","61",Census Tract 61,G5020,S,"10693589","0","+34.1984586","-118.9295502",0.000810859665543533,0.00126859647099527,"Census Tract 61, Ventura County, California","8671","11"
"827","06","111","006200","06111006200","62",Census Tract 62,G5020,S,"6275192","0","+34.2028076","-118.9030085",,,,,
"828","06","111","006302","06111006302","63.02",Census Tract 63.02,G5020,S,"1585396","0","+34.2216307","-118.8779656",,,,,
"829","06","059","074803","06059074803","748.03",Census Tract 748.03,G5020,S,"1735386","0","+33.7360737","-117.9088098",,,,,
"830","06","059","075607","06059075607","756.07",Census Tract 756.07,G5020,S,"2071347","0","+33.7399533","-117.7819968",,,,,
"831","06","059","075701","06059075701","757.01",Census Tract 757.01,G5020,S,"2111674","0","+33.7667020","-117.8278544",,,,,
"832","06","059","075805","06059075805","758.05",Census Tract 758.05,G5020,S,"1347444","0","+33.7932453","-117.8365359",,,,,
"833","06","059","086601","06059086601","866.01",Census Tract 866.01,G5020,S,"1298905","0","+33.8507453","-117.9330240",,,,,
"834","06","111","006500","06111006500","65",Census Tract 65,G5020,S,"1551459","0","+34.2111369","-118.8593832",0.002397743027692,0.00483870967741936,"Census Tract 65, Ventura County, California","3720","18"
"835","06","111","007700","06111007700","77",Census Tract 77,G5020,S,"9015289","536673","+34.2785560","-118.8154736",0.000657216867922925,0.0236286919831224,"Census Tract 77, Ventura County, California","5925","140"
"836","06","111","007903","06111007903","79.03",Census Tract 79.03,G5020,S,"3846444","31113","+34.2971048","-118.7529842",,,,,
"837","06","111","007904","06111007904","79.04",Census Tract 79.04,G5020,S,"1913426","19755","+34.2771790","-118.7523940",,,,,
"838","06","059","086701","06059086701","867.01",Census Tract 867.01,G5020,S,"2135789","7387","+33.8509554","-117.9566062",,,,,
"839","06","059","086702","06059086702","867.02",Census Tract 867.02,G5020,S,"1149506","0","+33.8432691","-117.9482316",,,,,
"840","06","059","086801","06059086801","868.01",Census Tract 868.01,G5020,S,"1625177","0","+33.8485739","-117.9804657",,,,,
"841","06","059","086602","06059086602","866.02",Census Tract 866.02,G5020,S,"1143899","0","+33.8440428","-117.9331121",,,,,
"842","06","059","088302","06059088302","883.02",Census Tract 883.02,G5020,S,"1943744","0","+33.7874758","-117.9397292",,,,,
"843","06","059","088401","06059088401","884.01",Census Tract 884.01,G5020,S,"1296400","0","+33.7887900","-117.9281104",,,,,
"844","06","059","088402","06059088402","884.02",Census Tract 884.02,G5020,S,"1307740","0","+33.7888535","-117.9193342",,,,,
"845","06","059","088403","06059088403","884.03",Census Tract 884.03,G5020,S,"1289190","0","+33.7888906","-117.9105799",,,,,
"846","06","059","088501","06059088501","885.01",Census Tract 885.01,G5020,S,"1305985","0","+33.7743060","-117.9263206",,,,,
"847","06","059","088802","06059088802","888.02",Census Tract 888.02,G5020,S,"1195832","0","+33.7655629","-117.9803374",,,,,
"848","06","059","088901","06059088901","889.01",Census Tract 889.01,G5020,S,"1957922","0","+33.7606739","-117.9622131",,,,,
"849","06","031","000900","06031000900","9",Census Tract 9,G5020,S,"3962612","0","+36.3332062","-119.6472942",0.00205394825433325,0.0668386779702666,"Census Tract 9, Kings County, California","8139","544"
"850","06","031","001001","06031001001","10.01",Census Tract 10.01,G5020,S,"6850272","0","+36.3313555","-119.6766504",0.000633551485254892,0.0622119815668203,"Census Tract 10.01, Kings County, California","4340","270"
"851","06","031","001002","06031001002","10.02",Census Tract 10.02,G5020,S,"3216052","0","+36.3196581","-119.6671973",0.00148194121239333,0.00524548887956358,"Census Tract 10.02, Kings County, California","4766","25"
"852","06","031","001003","06031001003","10.03",Census Tract 10.03,G5020,S,"5454908","0","+36.3058649","-119.6730487",0.00118847100629378,0.001388246182323,"Census Tract 10.03, Kings County, California","6483","9"
"853","06","031","001100","06031001100","11",Census Tract 11,G5020,S,"9745943","0","+36.3080545","-119.6308433",0.000718144975811987,0.0462923274753536,"Census Tract 11, Kings County, California","6999","324"
"854","06","031","001500","06031001500","15",Census Tract 15,G5020,S,"2958836","0","+36.1028669","-119.5738328",0.00152289616592471,0.135596981802042,"Census Tract 15, Kings County, California","4506","611"
"855","06","037","236400","06037236400","2364",Census Tract 2364,G5020,S,"1340500","0","+34.0067001","-118.3512616",,,,,
"856","06","037","237500","06037237500","2375",Census Tract 2375,G5020,S,"337329","0","+33.9783023","-118.2893094",,,,,
"857","06","065","042212","06065042212","422.12",Census Tract 422.12,G5020,S,"3833889","0","+33.9488684","-117.2850505",,,,,
"858","06","065","042719","06065042719","427.19",Census Tract 427.19,G5020,S,"27252103","279979","+33.7976037","-117.1606974",,,,,
"859","06","065","042723","06065042723","427.23",Census Tract 427.23,G5020,S,"35266801","0","+33.7246860","-117.0783707",,,,,
"860","06","065","043218","06065043218","432.18",Census Tract 432.18,G5020,S,"4983432","0","+33.5318881","-117.1188981",,,,,
"861","06","065","040807","06065040807","408.07",Census Tract 408.07,G5020,S,"2015113","0","+33.9048789","-117.5896691",0.00168576154290107,0.000294377391816309,"Census Tract 408.07, Riverside County, California","3397","1"
"862","06","065","040808","06065040808","408.08",Census Tract 408.08,G5020,S,"1782954","0","+33.8992019","-117.5770807",,,,,
"863","06","037","213201","06037213201","2132.01",Census Tract 2132.01,G5020,S,"334942","0","+34.0526559","-118.3045301",,,,,
"864","06","037","213202","06037213202","2132.02",Census Tract 2132.02,G5020,S,"337924","0","+34.0490294","-118.3045035",,,,,
"865","06","037","128302","06037128302","1283.02",Census Tract 1283.02,G5020,S,"688871","0","+34.1838638","-118.4605367",,,,,
"866","06","037","134306","06037134306","1343.06",Census Tract 1343.06,G5020,S,"619815","0","+34.2119148","-118.6017021",,,,,
"867","06","037","900900","06037900900","9009",Census Tract 9009,G5020,S,"212083327","1526967","+34.7694352","-118.2289593",1.87897844510898e-05,0.00752823086574655,"Census Tract 9009, Los Angeles County, California","3985","30"
"868","06","037","119320","06037119320","1193.20",Census Tract 1193.20,G5020,S,"486438","10184","+34.2369427","-118.4547256",,,,,
"869","06","037","920326","06037920326","9203.26",Census Tract 9203.26,G5020,S,"68211662","3635","+34.3510354","-118.5978736",9.85901794915948e-05,0.00862453531598513,"Census Tract 9203.26, Los Angeles County, California","6725","58"
"870","06","037","910403","06037910403","9104.03",Census Tract 9104.03,G5020,S,"1255900","0","+34.5761450","-118.1254252",,,,,
"871","06","037","294520","06037294520","2945.20",Census Tract 2945.20,G5020,S,"484078","0","+33.7868323","-118.2658196",,,,,
"872","06","037","573202","06037573202","5732.02",Census Tract 5732.02,G5020,S,"649038","0","+33.7934864","-118.1850191",,,,,
"873","06","037","599100","06037599100","5991",Census Tract 5991,G5020,S,"337358242","1098468826","+32.9255700","-118.4972902",1.20643265623847e-06,0.221130221130221,"Census Tract 5991, Los Angeles County, California","407","90"
"874","06","037","500100","06037500100","5001",Census Tract 5001,G5020,S,"9921513","3985","+33.9570680","-117.9450190",,,,,
"875","06","037","554511","06037554511","5545.11",Census Tract 5545.11,G5020,S,"2328181","36786","+33.8797293","-118.0389061",,,,,
"876","06","037","542200","06037542200","5422",Census Tract 5422,G5020,S,"1328446","55914","+33.8868935","-118.1971508",,,,,
"877","06","001","450603","06001450603","4506.03",Census Tract 4506.03,G5020,S,"3974016","0","+37.6890204","-121.9107147",,,,,
"878","06","067","008910","06067008910","89.10",Census Tract 89.10,G5020,S,"1563961","30490","+38.5941628","-121.3129043",,,,,
"879","06","067","009004","06067009004","90.04",Census Tract 90.04,G5020,S,"1381159","0","+38.5669269","-121.3260509",,,,,
"880","06","037","213310","06037213310","2133.10",Census Tract 2133.10,G5020,S,"312089","0","+34.0508743","-118.2978915",,,,,
"881","06","037","213320","06037213320","2133.20",Census Tract 2133.20,G5020,S,"311438","0","+34.0508830","-118.2937000",,,,,
"882","06","067","008911","06067008911","89.11",Census Tract 89.11,G5020,S,"547162","0","+38.5877273","-121.3171784",,,,,
"883","06","067","008913","06067008913","89.13",Census Tract 89.13,G5020,S,"4213051","259481","+38.6080686","-121.3045812",0.000983847572697316,0.000241254523522316,"Census Tract 89.13, Sacramento County, California","4145","1"
"884","06","037","213401","06037213401","2134.01",Census Tract 2134.01,G5020,S,"196100","0","+34.0537069","-118.2879026",,,,,
"885","06","037","214700","06037214700","2147",Census Tract 2147,G5020,S,"593341","0","+34.0664969","-118.3661529",,,,,
"886","06","037","214800","06037214800","2148",Census Tract 2148,G5020,S,"576884","0","+34.0713896","-118.3730515",,,,,
"887","06","037","216100","06037216100","2161",Census Tract 2161,G5020,S,"675031","0","+34.0569256","-118.3379721",,,,,
"888","06","037","216200","06037216200","2162",Census Tract 2162,G5020,S,"964419","0","+34.0571243","-118.3482415",,,,,
"889","06","037","216300","06037216300","2163",Census Tract 2163,G5020,S,"1272856","0","+34.0599709","-118.3622105",,,,,
"890","06","037","216700","06037216700","2167",Census Tract 2167,G5020,S,"777949","0","+34.0482451","-118.3719490",,,,,
"891","06","067","009503","06067009503","95.03",Census Tract 95.03,G5020,S,"3783228","0","+38.2719872","-121.3082870",0.000827335809525622,0.000319488817891374,"Census Tract 95.03, Sacramento County, California","3130","1"
"892","06","067","009322","06067009322","93.22",Census Tract 93.22,G5020,S,"5097770","0","+38.4461508","-121.3896619",,,,,
"893","06","067","009502","06067009502","95.02",Census Tract 95.02,G5020,S,"10404012","0","+38.2668947","-121.3246535",0.000756919542191993,0.000126984126984127,"Census Tract 95.02, Sacramento County, California","7875","1"
"894","06","067","009504","06067009504","95.04",Census Tract 95.04,G5020,S,"2229547","0","+38.2467255","-121.2975770",0.00105895951060911,0.0567556120288014,"Census Tract 95.04, Sacramento County, California","2361","134"
"895","06","031","000404","06031000404","4.04",Census Tract 4.04,G5020,S,"4975862","0","+36.3035317","-119.7943867",0.00202356898161565,0.000198629456748436,"Census Tract 4.04, Kings County, California","10069","2"
"896","06","031","981800","06031981800","9818",Census Tract 9818,G5020,S,"2045751","0","+35.9707414","-120.1209322",,,,,
"897","06","001","450604","06001450604","4506.04",Census Tract 4506.04,G5020,S,"2113004","0","+37.6811898","-121.8865528",,,,,
"898","06","001","450605","06001450605","4506.05",Census Tract 4506.05,G5020,S,"1770810","0","+37.6721104","-121.8819955",,,,,
"899","06","065","030300","06065030300","303",Census Tract 303,G5020,S,"2481818","0","+33.9798418","-117.3763659",,,,,
"900","06","065","030400","06065030400","304",Census Tract 304,G5020,S,"2739699","0","+33.9711743","-117.3677234",,,,,
"901","06","065","030501","06065030501","305.01",Census Tract 305.01,G5020,S,"1879868","0","+33.9685095","-117.3545298",,,,,
"902","06","035","040200","06035040200","402",Census Tract 402,G5020,S,"1844943963","131035475","+40.5011553","-120.9674678",1.45045055766824e-06,0.43423019431988,"Census Tract 402, Lassen County, California","2676","1162"
"903","06","035","040500","06035040500","405",Census Tract 405,G5020,S,"154771010","219551","+40.2763770","-120.5441538",2.12119827866989e-05,0.00213219616204691,"Census Tract 405, Lassen County, California","3283","7"
"904","06","035","040100","06035040100","401",Census Tract 401,G5020,S,"7516766355","87782888","+40.8643392","-120.5937208",1.99819966334446e-07,3.27163781624501,"Census Tract 401, Lassen County, California","1502","4914"
"905","06","035","040400","06035040400","404",Census Tract 404,G5020,S,"389779750","6275919","+40.4420615","-120.3653805",2.3995602644827e-05,0.00716347695926441,"Census Tract 404, Lassen County, California","9353","67"
"906","06","035","040302","06035040302","403.02",Census Tract 403.02,G5020,S,"229755414","5255211","+40.3618083","-120.6742775",1.79016456169342e-05,0.0359834670556771,"Census Tract 403.02, Lassen County, California","4113","148"
"907","06","035","040600","06035040600","406",Census Tract 406,G5020,S,"1323209702","230900297","+40.1324038","-120.1525140",2.37830783377977e-06,0.174451858913251,"Census Tract 406, Lassen County, California","3147","549"
"908","06","037","532102","06037532102","5321.02",Census Tract 5321.02,G5020,S,"1003770","17742","+33.9983747","-118.1116637",,,,,
"909","06","037","480201","06037480201","4802.01",Census Tract 4802.01,G5020,S,"1530056","1750","+34.1081475","-118.1107586",,,,,
"910","06","037","430501","06037430501","4305.01",Census Tract 4305.01,G5020,S,"4704067","10537","+34.1748242","-118.0569351",,,,,
"911","06","065","040901","06065040901","409.01",Census Tract 409.01,G5020,S,"2104193","0","+33.9133540","-117.4898958",0.00357001472773648,0.0314164004259851,"Census Tract 409.01, Riverside County, California","7512","236"
"912","06","065","040903","06065040903","409.03",Census Tract 409.03,G5020,S,"855032","0","+33.9193799","-117.5003176",,,,,
"913","06","065","040904","06065040904","409.04",Census Tract 409.04,G5020,S,"1251984","0","+33.9304798","-117.4972884",,,,,
"914","06","037","213402","06037213402","2134.02",Census Tract 2134.02,G5020,S,"391846","0","+34.0498405","-118.2878882",,,,,
"915","06","037","214000","06037214000","2140",Census Tract 2140,G5020,S,"1011538","0","+34.0748535","-118.3485020",,,,,
"916","06","037","214100","06037214100","2141",Census Tract 2141,G5020,S,"1108280","0","+34.0746639","-118.3392739",,,,,
"917","06","037","214400","06037214400","2144",Census Tract 2144,G5020,S,"344250","0","+34.0781666","-118.3573276",,,,,
"918","06","067","009005","06067009005","90.05",Census Tract 90.05,G5020,S,"15678756","15597","+38.5280933","-121.3075728",0.000206138803359144,0.000309405940594059,"Census Tract 90.05, Sacramento County, California","3232","1"
"919","06","067","009006","06067009006","90.06",Census Tract 90.06,G5020,S,"2904678","0","+38.5733375","-121.3220790",0.00201123842298527,0.000171174255391989,"Census Tract 90.06, Sacramento County, California","5842","1"
"920","06","037","216800","06037216800","2168",Census Tract 2168,G5020,S,"739843","0","+34.0557841","-118.3706043",,,,,
"921","06","037","216900","06037216900","2169",Census Tract 2169,G5020,S,"1094559","0","+34.0499363","-118.3631083",,,,,
"922","06","037","217100","06037217100","2171",Census Tract 2171,G5020,S,"897833","0","+34.0489658","-118.3545296",,,,,
"923","06","037","217200","06037217200","2172",Census Tract 2172,G5020,S,"919065","0","+34.0495840","-118.3424594",,,,,
"924","06","037","218110","06037218110","2181.10",Census Tract 2181.10,G5020,S,"598601","0","+34.0443254","-118.3275531",,,,,
"925","06","037","218210","06037218210","2182.10",Census Tract 2182.10,G5020,S,"388481","0","+34.0427907","-118.3423056",,,,,
"926","06","037","218220","06037218220","2182.20",Census Tract 2182.20,G5020,S,"672776","0","+34.0434012","-118.3348919",,,,,
"927","06","037","218300","06037218300","2183",Census Tract 2183,G5020,S,"891389","9421","+34.0427467","-118.3548171",,,,,
"928","06","037","218400","06037218400","2184",Census Tract 2184,G5020,S,"656666","0","+34.0369278","-118.3592342",,,,,
"929","06","037","218500","06037218500","2185",Census Tract 2185,G5020,S,"523255","0","+34.0373857","-118.3505694",,,,,
"930","06","037","218600","06037218600","2186",Census Tract 2186,G5020,S,"430627","0","+34.0371838","-118.3427434",,,,,
"931","06","037","218900","06037218900","2189",Census Tract 2189,G5020,S,"703403","0","+34.0326941","-118.3230172",,,,,
"932","06","037","219020","06037219020","2190.20",Census Tract 2190.20,G5020,S,"726494","0","+34.0222083","-118.3226729",,,,,
"933","06","037","271702","06037271702","2717.02",Census Tract 2717.02,G5020,S,"697727","8791","+34.0251282","-118.4259054",,,,,
"934","06","037","531202","06037531202","5312.02",Census Tract 5312.02,G5020,S,"447318","0","+34.0257387","-118.1859280",,,,,
"935","06","037","224410","06037224410","2244.10",Census Tract 2244.10,G5020,S,"453260","0","+34.0351369","-118.2799795",,,,,
"936","06","037","267404","06037267404","2674.04",Census Tract 2674.04,G5020,S,"284445","0","+34.0456314","-118.4605333",,,,,
"937","06","037","267300","06037267300","2673",Census Tract 2673,G5020,S,"430298","0","+34.0452043","-118.4496931",,,,,
"938","06","037","218800","06037218800","2188",Census Tract 2188,G5020,S,"411644","0","+34.0377797","-118.3230095",,,,,
"939","06","037","209401","06037209401","2094.01",Census Tract 2094.01,G5020,S,"215664","0","+34.0567212","-118.2815247",,,,,
"940","06","037","571503","06037571503","5715.03",Census Tract 5715.03,G5020,S,"908989","0","+33.8481676","-118.1705772",,,,,
"941","06","037","920106","06037920106","9201.06",Census Tract 9201.06,G5020,S,"46113015","670556","+34.4444857","-118.6737987",7.74835477576125e-05,0.174923033865099,"Census Tract 9201.06, Los Angeles County, California","3573","625"
"942","06","001","450606","06001450606","4506.06",Census Tract 4506.06,G5020,S,"2028173","0","+37.6694706","-121.8997590",,,,,
"943","06","009","000210","06009000210","2.10",Census Tract 2.10,G5020,S,"245179826","20532434","+38.1937624","-120.8759284",4.31234501324754e-05,0.00160786910053911,"Census Tract 2.10, Calaveras County, California","10573","17"
"944","06","009","000220","06009000220","2.20",Census Tract 2.20,G5020,S,"256908628","8532884","+38.1036271","-120.7696216",2.69979255036931e-05,0.00591118800461361,"Census Tract 2.20, Calaveras County, California","6936","41"
"945","06","009","000400","06009000400","4",Census Tract 4,G5020,S,"463880719","840311","+38.3647246","-120.4490000",6.18909103656882e-06,8.15116684082201,"Census Tract 4, Calaveras County, California","2871","23402"
"946","06","009","000120","06009000120","1.20",Census Tract 1.20,G5020,S,"430581771","9461765","+37.9697155","-120.6727774",1.11709327332392e-05,0.0214137214137214,"Census Tract 1.20, Calaveras County, California","4810","103"
"947","06","009","000300","06009000300","3",Census Tract 3,G5020,S,"457015126","388788","+38.2369819","-120.5876116",1.51417307793878e-05,3.15838150289017,"Census Tract 3, Calaveras County, California","6920","21856"
"948","06","095","980000","06095980000","9800",Census Tract 9800,G5020,S,"13892880","168157","+38.2544515","-121.9456515",,,,,
"949","06","065","030502","06065030502","305.02",Census Tract 305.02,G5020,S,"1921790","0","+33.9857818","-117.3560334",0.00108856847002014,0.00382409177820268,"Census Tract 305.02, Riverside County, California","2092","8"
"950","06","065","030503","06065030503","305.03",Census Tract 305.03,G5020,S,"557216","0","+33.9799005","-117.3528319",,,,,
"951","06","065","030700","06065030700","307",Census Tract 307,G5020,S,"2460180","0","+33.9675570","-117.3889779",,,,,
"952","06","001","451701","06001451701","4517.01",Census Tract 4517.01,G5020,S,"1222738","0","+37.6721084","-121.7879470",0.00260153851438329,0.000314366551398931,"Census Tract 4517.01, Alameda County, California","3181","1"
"953","06","065","030800","06065030800","308",Census Tract 308,G5020,S,"4453090","0","+33.9653834","-117.4115762",0.00191709576945447,0.000585685838116434,"Census Tract 308, Riverside County, California","8537","5"
"954","06","065","031702","06065031702","317.02",Census Tract 317.02,G5020,S,"4255093","0","+33.8968673","-117.4412227",,,,,
"955","06","065","031703","06065031703","317.03",Census Tract 317.03,G5020,S,"2253994","0","+33.9098186","-117.4379057",,,,,
"956","06","067","009108","06067009108","91.08",Census Tract 91.08,G5020,S,"1502477","0","+38.5505795","-121.3548712",0.00265827696530463,0.000250375563345017,"Census Tract 91.08, Sacramento County, California","3994","1"
"957","06","067","009109","06067009109","91.09",Census Tract 91.09,G5020,S,"1756611","0","+38.5555504","-121.3606353",0.0028794081330471,0.000790826413602214,"Census Tract 91.09, Sacramento County, California","5058","4"
"958","06","037","219500","06037219500","2195",Census Tract 2195,G5020,S,"557587","0","+34.0209191","-118.3405648",,,,,
"959","06","037","219800","06037219800","2198",Census Tract 2198,G5020,S,"446134","0","+34.0299390","-118.3547601",,,,,
"960","06","037","220000","06037220000","2200",Census Tract 2200,G5020,S,"971788","0","+34.0278406","-118.3401928",,,,,
"961","06","037","220100","06037220100","2201",Census Tract 2201,G5020,S,"979760","635","+34.0239340","-118.3662035",,,,,
"962","06","037","221120","06037221120","2211.20",Census Tract 2211.20,G5020,S,"317503","0","+34.0421001","-118.2878972",,,,,
"963","06","037","221210","06037221210","2212.10",Census Tract 2212.10,G5020,S,"358792","0","+34.0436624","-118.3028632",,,,,
"964","06","037","221220","06037221220","2212.20",Census Tract 2212.20,G5020,S,"659399","0","+34.0435736","-118.2960214",,,,,
"965","06","037","192420","06037192420","1924.20",Census Tract 1924.20,G5020,S,"324906","0","+34.0798801","-118.3113323",,,,,
"966","06","037","221302","06037221302","2213.02",Census Tract 2213.02,G5020,S,"462145","0","+34.0417457","-118.3114921",,,,,
"967","06","037","231500","06037231500","2315",Census Tract 2315,G5020,S,"919207","0","+34.0072777","-118.3108266",,,,,
"968","06","037","430723","06037430723","4307.23",Census Tract 4307.23,G5020,S,"486394","0","+34.1300364","-118.0586172",,,,,
"969","06","037","432901","06037432901","4329.01",Census Tract 4329.01,G5020,S,"1134679","0","+34.0766629","-118.0708582",,,,,
"970","06","037","700400","06037700400","7004",Census Tract 7004,G5020,S,"1315939","0","+34.0812987","-118.3811478",,,,,
"971","06","099","000602","06099000602","6.02",Census Tract 6.02,G5020,S,"3915981","0","+37.6546406","-121.0306027",0.000802608592840466,0.000636334712058543,"Census Tract 6.02, Stanislaus County, California","3143","2"
"972","06","099","000805","06099000805","8.05",Census Tract 8.05,G5020,S,"2011677","0","+37.6764595","-121.0216136",,,,,
"973","06","099","000806","06099000806","8.06",Census Tract 8.06,G5020,S,"1412666","0","+37.6856640","-121.0220677",,,,,
"974","06","099","000807","06099000807","8.07",Census Tract 8.07,G5020,S,"1315461","0","+37.6858678","-121.0406375",,,,,
